PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,WEIGHT,HEIGHT,POS,HANDED,DRAFTED,SLIDE CAND.,WAIVERS EXEMPT,ARB. ELIG,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,TYPE,SIGNING DATE,SIGNING AGE,ARB. ELIG.1,ARB. REQ,CLAUSE,LENGTH,SIGNING,EXPIRY,EXP. YEAR,CAP HIT,CAP HIT %,AAV,SALARY,BASE SALARY,MINORS,S.BONUS,P.BONUS
67. David Pastrnak,BOS,23,"May 25, 1996",Czech Republic,194 lbs - 88 kg,6' 0 - 183 cm,RW,Right,25 - Round 1 - 2014 (BOS),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 14, 2017",21,,,,6,RFA,UFA,2023,"$6,666,666",8.9%,"$6,666,666","$6,800,000","$6,800,000","$6,800,000",$0,$0
68. Kevin Shattenkirk,NYR,30,"Jan 29, 1989",United States,206 lbs - 93 kg,6' 0 - 183 cm,D,Right,14 - Round 1 - 2007 (COL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2017",28,,,"M-NTC, NMC",4,UFA,UFA,2021,"$6,650,000",8.9%,"$6,650,000","$6,600,000","$6,600,000","$6,600,000",$0,$0
69. Paul Stastny,VGK,33,"Dec 27, 1985",Canada,193 lbs - 88 kg,6' 0 - 183 cm,C,Left,44 - Round 2 - 2005 (COL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2018",32,,,M-NTC,3,UFA,UFA,2021,"$6,500,000",8.2%,"$6,500,000","$6,500,000","$6,500,000","$6,500,000",$0,$0
70. Derek Stepan,ARI,29,"Jun 18, 1990",United States,196 lbs - 89 kg,6' 0 - 183 cm,C,Right,51 - Round 2 - 2008 (NYR),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 27, 2015",25,✔,✔,,6,RFA,UFA,2021,"$6,500,000",9.1%,"$6,500,000","$5,000,000","$5,000,000","$5,000,000",$0,$0
71. Cam Fowler,ANA,27,"Dec 5, 1991",Canada,206 lbs - 93 kg,6' 2 - 188 cm,D,Left,12 - Round 1 - 2010 (ANA),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2017",26,,,M-NTC,8,UFA,UFA,2026,"$6,500,000",8.7%,"$6,500,000","$7,500,000","$7,500,000","$7,500,000",$0,$0
72. Alex Pietrangelo,STL,29,"Jan 18, 1990",Canada,210 lbs - 95 kg,6' 3 - 191 cm,D,Right,4 - Round 1 - 2008 (STL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 14, 2013",23,,,NTC,7,RFA,UFA,2020,"$6,500,000",10.1%,"$6,500,000","$7,500,000","$7,500,000","$7,500,000",$0,$0
73. John Gibson,ANA,25,"Jul 14, 1993",United States,206 lbs - 93 kg,6' 2 - 188 cm,G,Left,39 - Round 2 - 2011 (ANA),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Aug 4, 2018",25,✔,,,8,RFA,UFA,2027,"$6,400,000",8.1%,"$6,400,000","$6,400,000","$6,400,000","$6,400,000",$0,$0
74. Sean Monahan,CGY,24,"Oct 12, 1994",Canada,200 lbs - 91 kg,6' 2 - 188 cm,C,Left,6 - Round 1 - 2013 (CGY),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Aug 19, 2016",21,,,,7,RFA,UFA,2023,"$6,375,000",8.7%,"$6,375,000","$6,750,000","$6,750,000","$6,750,000",$0,$0
75. Keith Yandle,FLA,32,"Sep 9, 1986",United States,191 lbs - 87 kg,6' 1 - 185 cm,D,Left,105 - Round 4 - 2005 (ARI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 23, 2016",29,,,NMC,7,UFA,UFA,2023,"$6,350,000",8.7%,"$6,350,000","$5,750,000","$5,750,000","$5,750,000",$0,$0
76. Nathan MacKinnon,COL,23,"Sep 1, 1995",Canada,205 lbs - 93 kg,6' 0 - 183 cm,"C, RW",Right,1 - Round 1 - 2013 (COL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 8, 2016",20,,,,7,RFA,UFA,2023,"$6,300,000",8.6%,"$6,300,000","$6,750,000","$6,750,000","$6,750,000",$0,$0
77. Ilya Kovalchuk,LAK,36,"Apr 15, 1983",Russia,222 lbs - 101 kg,6' 3 - 191 cm,"LW, RW",Right,1 - Round 1 - 2001 (ATL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,35+ (1-way),"Jul 1, 2018",35,,,NMC,3,UFA,UFA,2021,"$6,250,000",7.9%,"$6,250,000","$6,000,000","$700,000","$6,000,000","$5,300,000",$0
78. Alexander Radulov,DAL,32,"Jul 5, 1986",Russia,205 lbs - 93 kg,6' 1 - 185 cm,RW,Left,15 - Round 1 - 2004 (NSH),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 3, 2017",30,,,NMC,5,UFA,UFA,2022,"$6,250,000",8.3%,"$6,250,000","$6,600,000","$3,600,000","$6,600,000","$3,000,000",$0
79. Ryan Ellis,NSH,28,"Jan 3, 1991",Canada,180 lbs - 82 kg,5' 10 - 178 cm,D,Right,11 - Round 1 - 2009 (NSH),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Aug 14, 2018",28,,,,8,UFA,UFA,2027,"$6,250,000",7.9%,"$6,250,000","$7,700,000","$700,000","$7,700,000","$7,000,000",$0
80. Connor Hellebuyck,WPG,26,"May 19, 1993",United States,207 lbs - 94 kg,6' 4 - 193 cm,G,Left,130 - Round 5 - 2012 (WPG),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jul 12, 2018",25,✔,✔,,6,RFA,UFA,2024,"$6,166,666",7.8%,"$6,166,666","$6,000,000","$6,000,000","$6,000,000",$0,$0
81. Mark Scheifele,WPG,26,"Mar 15, 1993",Canada,207 lbs - 94 kg,6' 3 - 191 cm,C,Right,7 - Round 1 - 2011 (WPG),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 8, 2016",23,,,,8,RFA,UFA,2024,"$6,125,000",8.4%,"$6,125,000","$6,750,000","$6,750,000","$6,750,000",$0,$0
82. Brad Marchand,BOS,31,"May 11, 1988",Canada,181 lbs - 82 kg,5' 9 - 175 cm,LW,Left,71 - Round 3 - 2006 (BOS),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 26, 2016",29,,,NMC,8,UFA,UFA,2025,"$6,125,000",8.4%,"$6,125,000","$7,500,000","$3,500,000","$7,500,000","$4,000,000",$0
83. Braden Holtby,WSH,29,"Sep 16, 1989",Canada,211 lbs - 96 kg,6' 2 - 188 cm,G,Left,93 - Round 4 - 2008 (WSH),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jul 24, 2015",25,✔,✔,M-NTC,5,RFA,UFA,2020,"$6,100,000",8.5%,"$6,100,000","$5,000,000","$5,000,000","$5,000,000",$0,$0
84. Dylan Larkin,DET,22,"Jul 30, 1996",United States,198 lbs - 90 kg,6' 1 - 185 cm,"C, LW",Left,15 - Round 1 - 2014 (DET),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Aug 10, 2018",21,,,,5,RFA,UFA,2023,"$6,100,000",7.7%,"$6,100,000","$7,000,000","$7,000,000","$7,000,000",$0,$0
85. Henrik Zetterberg,DET,38,"Oct 9, 1980",Sweden,195 lbs - 88 kg,6' 0 - 183 cm,C,Left,210 - Round 7 - 1999 (DET),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jan 28, 2009",28,,,,12,UFA,UFA,2021,"$6,083,333",10.7%,"$6,083,333","$1,000,000","$1,000,000","$1,000,000",$0,$0
86. Johnny Boychuk,NYI,35,"Jan 19, 1984",Canada,227 lbs - 103 kg,6' 2 - 188 cm,D,Right,61 - Round 2 - 2002 (COL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Mar 12, 2015",31,,,M-NTC,7,UFA,UFA,2022,"$6,000,000",8.2%,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
87. Brandon Saad,CHI,26,"Oct 27, 1992",United States,206 lbs - 93 kg,6' 1 - 185 cm,"RW, LW",Left,43 - Round 2 - 2011 (CHI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 3, 2015",22,,,,6,RFA,UFA,2021,"$6,000,000",8.2%,"$6,000,000","$6,750,000","$6,750,000","$6,750,000",$0,$0
88. Jordan Staal,CAR,30,"Sep 10, 1988",Canada,220 lbs - 100 kg,6' 4 - 193 cm,"C, LW",Left,2 - Round 1 - 2006 (PIT),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2012",23,,,NMC,10,UFA,UFA,2023,"$6,000,000",10.0%,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
89. Nikolaj Ehlers,WPG,23,"Feb 14, 1996",Denmark,172 lbs - 78 kg,6' 0 - 183 cm,"RW, LW",Left,9 - Round 1 - 2014 (WPG),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Oct 4, 2017",22,,,,7,RFA,UFA,2025,"$6,000,000",8.0%,"$6,000,000","$6,500,000","$6,500,000","$6,500,000",$0,$0
90. Tyler Myers,VAN,29,"Feb 1, 1990",United States,229 lbs - 104 kg,6' 8 - 203 cm,D,Right,12 - Round 1 - 2008 (BUF),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2019",29,,,NMC,5,UFA,UFA,2024,"$6,000,000",7.4%,"$6,000,000","$7,000,000","$1,000,000","$7,000,000","$6,000,000",$0
91. Loui Eriksson,VAN,33,"Jul 17, 1985",Sweden,179 lbs - 81 kg,6' 2 - 188 cm,"LW, RW",Left,33 - Round 2 - 2003 (DAL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2016",30,,,NTC,6,UFA,UFA,2022,"$6,000,000",8.2%,"$6,000,000","$5,000,000","$1,000,000","$5,000,000","$4,000,000",$0
92. Timo Meier,SJS,22,"Oct 8, 1996",Switzerland,210 lbs - 95 kg,6' 0 - 183 cm,"LW, RW",Left,9 - Round 1 - 2015 (SJS),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (2-way),"Jul 1, 2019",22,,,,4,RFA,RFA,2023,"$6,000,000",7.4%,"$6,000,000","$4,000,000","$700,000","$6,000,000","$3,300,000",$0
93. Cory Schneider,NJD,33,"Mar 18, 1986",United States,200 lbs - 91 kg,6' 3 - 191 cm,G,Left,26 - Round 1 - 2004 (VAN),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jul 9, 2014",28,,,NTC,7,UFA,UFA,2022,"$6,000,000",8.7%,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
94. Kyle Turris,NSH,29,"Aug 14, 1989",Canada,190 lbs - 86 kg,6' 1 - 185 cm,C,Right,3 - Round 1 - 2007 (ARI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Nov 5, 2017",28,,,,6,UFA,UFA,2024,"$6,000,000",8.0%,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
95. Kyle Okposo,BUF,31,"Apr 16, 1988",United States,219 lbs - 99 kg,6' 0 - 183 cm,RW,Right,7 - Round 1 - 2006 (NYI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2016",28,,,M-NTC,7,UFA,UFA,2023,"$6,000,000",8.2%,"$6,000,000","$6,000,000","$3,000,000","$6,000,000","$3,000,000",$0
96. Erik Johnson,COL,31,"Mar 21, 1988",United States,225 lbs - 102 kg,6' 4 - 193 cm,D,Right,1 - Round 1 - 2006 (STL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 22, 2015",27,,,"M-NTC, NMC",7,UFA,UFA,2023,"$6,000,000",8.2%,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
97. Taylor Hall,NJD,27,"Nov 14, 1991",Canada,205 lbs - 93 kg,6' 1 - 185 cm,"LW, C",Left,1 - Round 1 - 2010 (EDM),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Aug 22, 2012",20,,,,7,RFA,UFA,2020,"$6,000,000",10.0%,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
98. Matt Dumba,MIN,24,"Jul 25, 1994",Canada,182 lbs - 83 kg,6' 0 - 183 cm,D,Right,7 - Round 1 - 2012 (MIN),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 21, 2018",23,✔,✔,,5,RFA,UFA,2023,"$6,000,000",7.5%,"$6,000,000","$7,400,000","$7,400,000","$7,400,000",$0,$0
99. Mats Zuccarello,MIN,31,"Sep 1, 1987",Norway,184 lbs - 83 kg,5' 8 - 173 cm,RW,Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2019",31,,,NMC,5,UFA,UFA,2024,"$6,000,000",7.4%,"$6,000,000","$5,000,000","$3,000,000","$5,000,000","$2,000,000",$0
100. Jake Guentzel,PIT,24,"Oct 6, 1994",United States,180 lbs - 82 kg,5' 11 - 180 cm,"LW, RW",Left,77 - Round 3 - 2013 (PIT),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Dec 27, 2018",24,✔,,,5,RFA,UFA,2024,"$6,000,000",7.5%,"$6,000,000","$7,000,000","$7,000,000","$7,000,000",$0,$0
101. Jake Guentzel,PIT,24,"Oct 6, 1994",United States,180 lbs - 82 kg,5' 11 - 180 cm,"LW, RW",Left,77 - Round 3 - 2013 (PIT),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Dec 27, 2018",24,✔,,,5,RFA,UFA,2024,"$6,000,000",7.5%,"$6,000,000","$7,000,000","$7,000,000","$7,000,000",$0,$0
102. David Backes,BOS,35,"May 1, 1984",United States,215 lbs - 98 kg,6' 3 - 191 cm,"C, RW",Right,62 - Round 2 - 2003 (STL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2016",32,,,M-NTC,5,UFA,UFA,2021,"$6,000,000",8.2%,"$6,000,000","$4,000,000","$1,000,000","$4,000,000","$3,000,000",$0
103. Filip Forsberg,NSH,24,"Aug 13, 1994",Sweden,205 lbs - 93 kg,6' 1 - 185 cm,LW,Right,11 - Round 1 - 2012 (WSH),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 27, 2016",21,,,,6,RFA,UFA,2022,"$6,000,000",8.2%,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
104. Milan Lucic,CGY,31,"Jun 7, 1988",Canada,231 lbs - 105 kg,6' 3 - 191 cm,LW,Left,50 - Round 2 - 2006 (BOS),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2016",28,,,NMC,7,UFA,UFA,2023,"$6,000,000",8.2%,"$6,000,000","$6,000,000","$3,000,000","$6,000,000","$3,000,000",$0
105. Corey Crawford,CHI,34,"Dec 31, 1984",Canada,216 lbs - 98 kg,6' 2 - 188 cm,G,Left,52 - Round 2 - 2003 (CHI),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Sep 2, 2013",29,,,"M-NTC, NMC",6,UFA,UFA,2020,"$6,000,000",9.3%,"$6,000,000","$5,000,000","$5,000,000","$5,000,000",$0,$0
106. Ryan Nugent-Hopkins,EDM,26,"Apr 12, 1993",Canada,184 lbs - 83 kg,6' 0 - 183 cm,"C, LW",Left,1 - Round 1 - 2011 (EDM),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 19, 2013",20,,,,7,RFA,UFA,2021,"$6,000,000",9.3%,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
107. Brock Nelson,NYI,27,"Oct 15, 1991",United States,212 lbs - 96 kg,6' 3 - 191 cm,"C, LW",Left,30 - Round 1 - 2010 (NYI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"May 23, 2019",27,,,NTC,6,UFA,UFA,2025,"$6,000,000",7.5%,"$6,000,000","$8,000,000","$6,000,000","$8,000,000","$2,000,000",$0
108. Nate Schmidt,VGK,27,"Jul 16, 1991",United States,194 lbs - 88 kg,6' 1 - 185 cm,D,Left,-,,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Oct 25, 2018",27,,,M-NTC,6,UFA,UFA,2025,"$5,950,000",7.5%,"$5,950,000","$8,800,000","$6,800,000","$8,800,000","$2,000,000",$0
109. Aleksander Barkov,FLA,23,"Sep 2, 1995",Finland,213 lbs - 97 kg,6' 3 - 191 cm,C,Left,2 - Round 1 - 2013 (FLA),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jan 25, 2016",20,,,,6,RFA,UFA,2022,"$5,900,000",8.1%,"$5,900,000","$6,900,000","$6,900,000","$6,900,000",$0,$0
110. Jonathan Huberdeau,FLA,26,"Jun 4, 1993",Canada,200 lbs - 91 kg,6' 1 - 185 cm,"LW, C",Left,3 - Round 1 - 2011 (FLA),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 6, 2016",23,✔,,NMC,6,RFA,UFA,2023,"$5,900,000",8.1%,"$5,900,000","$6,200,000","$6,200,000","$6,200,000",$0,$0
111. William Karlsson,VGK,26,"Jan 8, 1993",Sweden,189 lbs - 86 kg,6' 1 - 185 cm,C,Left,53 - Round 2 - 2011 (ANA),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 24, 2019",26,✔,,,8,RFA,UFA,2027,"$5,900,000",7.2%,"$5,900,000","$5,900,000","$3,900,000","$5,900,000","$2,000,000",$0
112. Cam Atkinson,CBJ,30,"Jun 5, 1989",United States,179 lbs - 81 kg,5' 8 - 173 cm,"RW, LW",Right,157 - Round 6 - 2008 (CBJ),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Nov 16, 2017",29,,,NTC,7,UFA,UFA,2025,"$5,875,000",7.8%,"$5,875,000","$7,375,000","$7,375,000","$7,375,000",$0,$0
113. Dustin Brown,LAK,34,"Nov 4, 1984",United States,210 lbs - 95 kg,6' 0 - 183 cm,"RW, LW",Right,13 - Round 1 - 2003 (LAK),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 18, 2013",29,,,M-NTC,8,UFA,UFA,2022,"$5,875,000",9.1%,"$5,875,000","$5,500,000","$5,500,000","$5,500,000",$0,$0
114. Nick Schmaltz,ARI,23,"Feb 23, 1996",United States,177 lbs - 80 kg,6' 0 - 183 cm,C,Right,20 - Round 1 - 2014 (CHI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Mar 30, 2019",23,,,,7,RFA,UFA,2026,"$5,850,000",7.4%,"$5,850,000","$3,000,000","$2,500,000","$3,000,000","$500,000",$0
115. Brandon Dubinsky,CBJ,33,"Apr 29, 1986",United States,205 lbs - 93 kg,6' 2 - 188 cm,"C, LW",Left,60 - Round 2 - 2004 (NYR),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 11, 2014",29,,,"M-NTC, NMC",6,UFA,UFA,2021,"$5,850,000",8.5%,"$5,850,000","$5,850,000","$5,850,000","$5,850,000",$0,$0
116. Adam Henrique,ANA,29,"Feb 6, 1990",Canada,197 lbs - 89 kg,6' 0 - 183 cm,C,Left,82 - Round 3 - 2008 (NJD),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 16, 2018",29,,,M-NTC,5,UFA,UFA,2024,"$5,825,000",7.3%,"$5,825,000","$5,825,000","$5,825,000","$5,825,000",$0,$0
117. Esa Lindell,DAL,25,"May 23, 1994",Finland,215 lbs - 98 kg,6' 3 - 191 cm,D,Left,74 - Round 3 - 2012 (DAL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"May 16, 2019",25,✔,,,6,RFA,UFA,2025,"$5,800,000",7.3%,"$5,800,000","$7,000,000","$6,000,000","$7,000,000","$1,000,000",$0
118. Jonathan Quick,LAK,33,"Jan 21, 1986",United States,216 lbs - 98 kg,6' 1 - 185 cm,G,Left,72 - Round 3 - 2005 (LAK),,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jul 1, 2012",27,,,,10,UFA,UFA,2023,"$5,800,000",9.7%,"$5,800,000","$7,000,000","$7,000,000","$7,000,000",$0,$0
119. Ryan Callahan,TBL,34,"Mar 21, 1985",United States,187 lbs - 85 kg,5' 10 - 178 cm,RW,Right,127 - Round 4 - 2004 (NYR),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 25, 2014",29,,,"M-NTC, NMC",6,UFA,UFA,2020,"$5,800,000",9.0%,"$5,800,000","$4,700,000","$4,700,000","$4,700,000",$0,$0
120. T.J. Oshie,WSH,32,"Dec 23, 1986",United States,195 lbs - 88 kg,5' 11 - 180 cm,RW,Right,24 - Round 1 - 2005 (STL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 23, 2017",30,,,M-NTC,8,UFA,UFA,2025,"$5,750,000",7.7%,"$5,750,000","$6,500,000","$3,500,000","$6,500,000","$3,000,000",$0
121. Martin Jones,SJS,29,"Jan 10, 1990",Canada,190 lbs - 86 kg,6' 4 - 193 cm,G,Left,-,,,,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,Standard (1-way),"Jul 1, 2017",27,,,M-NTC,6,UFA,UFA,2024,"$5,750,000",7.7%,"$5,750,000","$6,750,000","$6,000,000","$6,750,000","$750,000",$0
122. Travis Zajac,NJD,34,"May 13, 1985",Canada,185 lbs - 84 kg,6' 2 - 188 cm,C,Right,20 - Round 1 - 2004 (NJD),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jan 16, 2013",27,,,NTC,8,UFA,UFA,2021,"$5,750,000",8.9%,"$5,750,000","$5,750,000","$5,750,000","$5,750,000",$0,$0
123. Matt Niskanen,PHI,32,"Dec 6, 1986",United States,203 lbs - 92 kg,6' 1 - 185 cm,D,Right,28 - Round 1 - 2005 (DAL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 1, 2014",27,,,M-NTC,7,UFA,UFA,2021,"$5,750,000",8.3%,"$5,750,000","$5,750,000","$5,750,000","$5,750,000",$0,$0
124. Alexander Steen,STL,35,"Mar 1, 1984",Canada,211 lbs - 96 kg,6' 0 - 183 cm,"LW, RW, C",Left,24 - Round 1 - 2002 (TOR),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Sep 23, 2016",32,,,NTC,4,UFA,UFA,2021,"$5,750,000",7.9%,"$5,750,000","$5,500,000","$5,500,000","$5,500,000",$0,$0
125. Mikael Granlund,NSH,27,"Feb 26, 1992",Finland,185 lbs - 84 kg,5' 10 - 178 cm,"C, RW",Left,9 - Round 1 - 2010 (MIN),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Aug 1, 2017",25,✔,✔,,3,RFA,UFA,2020,"$5,750,000",7.7%,"$5,750,000","$6,500,000","$6,500,000","$6,500,000",$0,$0
126. Dougie Hamilton,CAR,26,"Jun 17, 1993",Canada,229 lbs - 104 kg,6' 6 - 198 cm,D,Right,9 - Round 1 - 2011 (BOS),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jun 30, 2015",22,,,,6,RFA,UFA,2021,"$5,750,000",8.1%,"$5,750,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
127. James Neal,EDM,31,"Sep 3, 1987",Canada,212 lbs - 96 kg,6' 3 - 191 cm,"RW, LW",Left,33 - Round 2 - 2005 (DAL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 2, 2018",30,,,,5,UFA,UFA,2023,"$5,750,000",7.2%,"$5,750,000","$5,750,000","$5,750,000","$5,750,000",$0,$0
128. Marc Staal,NYR,32,"Jan 13, 1987",Canada,213 lbs - 97 kg,6' 4 - 193 cm,D,Left,12 - Round 1 - 2005 (NYR),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jan 18, 2015",28,,,NMC,6,UFA,UFA,2021,"$5,700,000",8.3%,"$5,700,000","$5,000,000","$4,000,000","$5,000,000","$1,000,000",$0
129. Tomas Hertl,SJS,25,"Nov 12, 1993",Czech Republic,215 lbs - 98 kg,6' 2 - 188 cm,"C, RW",Left,17 - Round 1 - 2012 (SJS),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 2, 2018",24,✔,,,4,RFA,UFA,2022,"$5,625,000",7.1%,"$5,625,000","$6,250,000","$4,250,000","$6,250,000","$2,000,000",$0
130. Gabriel Landeskog,COL,26,"Nov 23, 1992",Sweden,215 lbs - 98 kg,6' 1 - 185 cm,LW,Left,2 - Round 1 - 2011 (COL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Aug 16, 2013",20,,,M-NTC,7,RFA,UFA,2021,"$5,571,429",8.7%,"$5,571,429","$6,000,000","$6,000,000","$6,000,000",$0,$0
131. Duncan Keith,CHI,35,"Jul 16, 1983",Canada,192 lbs - 87 kg,6' 1 - 185 cm,D,Left,54 - Round 2 - 2002 (CHI),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Dec 3, 2009",26,✔,,NMC,13,RFA,UFA,2023,"$5,538,462",9.8%,"$5,538,462","$3,500,000","$3,500,000","$3,500,000",$0,$0
132. Jason Zucker,MIN,27,"Jan 16, 1992",United States,183 lbs - 83 kg,5' 11 - 180 cm,"LW, RW",Left,59 - Round 2 - 2010 (MIN),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 25, 2018",26,✔,✔,M-NTC,5,RFA,UFA,2023,"$5,500,000",6.9%,"$5,500,000","$6,250,000","$6,250,000","$6,250,000",$0,$0
133. Tyson Barrie,TOR,27,"Jul 26, 1991",Canada,190 lbs - 86 kg,5' 10 - 178 cm,D,Right,64 - Round 3 - 2009 (COL),,,,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,Standard (1-way),"Jul 31, 2016",24,✔,✔,,4,RFA,UFA,2020,"$5,500,000",7.5%,"$5,500,000","$6,000,000","$6,000,000","$6,000,000",$0,$0
